TERM_NAME,DEFINITION,Text
Acquirer,Bankcard association member that initiates and maintains relationships with merchants that accept payment cards,###Human:\nWhat is Acquirer in Dell context?\n\n###Asistant:\nBankcard association member that initiates and maintains relationships with merchants that accept payment cards
ACS,Advanced Configuration Services,###Human:\nWhat is ACS in Dell context?\n\n###Asistant:\nAdvanced Configuration Services
ACS,Americas Client Services,###Human:\nWhat is ACS in Dell context?\n\n###Asistant:\nAmericas Client Services
ACS,"Automatic Call Sequencer - A device for handling incoming calls. Typically it answers an incoming call, gives the caller a message and puts them on hold, signaling agents a call is waiting. It has no internal switching mechanism and does not affect the call in any way. It provides an indication of which call should be picked up next in order of arrival and keeps statistical information on the progress of calls. No agent statistics are provided.
","###Human:\nWhat is ACS in Dell context?\n\n###Asistant:\nAutomatic Call Sequencer - A device for handling incoming calls. Typically it answers an incoming call, gives the caller a message and puts them on hold, signaling agents a call is waiting. It has no internal switching mechanism and does not affect the call in any way. It provides an indication of which call should be picked up next in order of arrival and keeps statistical information on the progress of calls. No agent statistics are provided.
"
ACSE,"Association Control Service Element
","###Human:\nWhat is ACSE in Dell context?\n\n###Asistant:\nAssociation Control Service Element
"
ACSS,Americas Commercial Support Service,###Human:\nWhat is ACSS in Dell context?\n\n###Asistant:\nAmericas Commercial Support Service
ACT,Application Compliance Team,###Human:\nWhat is ACT in Dell context?\n\n###Asistant:\nApplication Compliance Team
ACT,"Americas Captures Team - Gateway to retrieving systems or commodities that require failure or safety analysis. 
","###Human:\nWhat is ACT in Dell context?\n\n###Asistant:\nAmericas Captures Team - Gateway to retrieving systems or commodities that require failure or safety analysis. 
"
ACT,Advanced Concept Team,###Human:\nWhat is ACT in Dell context?\n\n###Asistant:\nAdvanced Concept Team
Action Item,A specific task assigned to a specific team member.,###Human:\nWhat is Action Item in Dell context?\n\n###Asistant:\nA specific task assigned to a specific team member.
Action Plan,"Typically refers to ""issues"" found during a testing phase and the need for a ""plan"" of action needed to resolve or further investigate the issue. An ""action plan"" should include a list of steps taken to understand or resolve the issue, the responsible owner and a due date. This plan must be included in the Test Exit reports directly or as a reference. ","###Human:\nWhat is Action Plan in Dell context?\n\n###Asistant:\nTypically refers to ""issues"" found during a testing phase and the need for a ""plan"" of action needed to resolve or further investigate the issue. An ""action plan"" should include a list of steps taken to understand or resolve the issue, the responsible owner and a due date. This plan must be included in the Test Exit reports directly or as a reference. "
Action Plans,"Documented plans for the root cause, correction, implementation of fixes, or disposition of open issues. Plans should include dates for completion of the actions.","###Human:\nWhat is Action Plans in Dell context?\n\n###Asistant:\nDocumented plans for the root cause, correction, implementation of fixes, or disposition of open issues. Plans should include dates for completion of the actions."
Activation,When all or a portion of the recovery plan has been put into motion.,###Human:\nWhat is Activation in Dell context?\n\n###Asistant:\nWhen all or a portion of the recovery plan has been put into motion.
Active Status  , Any DellPlus account that provides customer required integration solutions designed for factory available Dell bases.,###Human:\nWhat is Active Status   in Dell context?\n\n###Asistant:\n Any DellPlus account that provides customer required integration solutions designed for factory available Dell bases.
Active Sustaining Status , Any DellPlus account that has successfully passed the 1st Article Audit and has shipped the first order to the customer is moved from Active status to Active Sustaining Status.,###Human:\nWhat is Active Sustaining Status  in Dell context?\n\n###Asistant:\n Any DellPlus account that has successfully passed the 1st Article Audit and has shipped the first order to the customer is moved from Active status to Active Sustaining Status.
Active-Matrix Display ,A type of display that uses thin-film transistors. These transistors allow each picture element to be turned on or off. See also TFT.,###Human:\nWhat is Active-Matrix Display  in Dell context?\n\n###Asistant:\nA type of display that uses thin-film transistors. These transistors allow each picture element to be turned on or off. See also TFT.
Activity,"Activity describes in the Integrated Services Platform (Delta) what is referred to as a ""journal"" in Dellserv and Nvision.","###Human:\nWhat is Activity in Dell context?\n\n###Asistant:\nActivity describes in the Integrated Services Platform (Delta) what is referred to as a ""journal"" in Dellserv and Nvision."
Actor,Person responsible for a specific action taken in relation to each modules activities in Performance Direct. ,###Human:\nWhat is Actor in Dell context?\n\n###Asistant:\nPerson responsible for a specific action taken in relation to each modules activities in Performance Direct. 
actuals,The final dollar value assigned to a sales representative on a SCORE report.  ,###Human:\nWhat is actuals in Dell context?\n\n###Asistant:\nThe final dollar value assigned to a sales representative on a SCORE report.  
ACV,"Active Call View
","###Human:\nWhat is ACV in Dell context?\n\n###Asistant:\nActive Call View
"
ACV,Average Contract Value - average value of services contracts for a specified period of time.,###Human:\nWhat is ACV in Dell context?\n\n###Asistant:\nAverage Contract Value - average value of services contracts for a specified period of time.
ACW,"After Call Work - This is a metric displayed in Vision.
","###Human:\nWhat is ACW in Dell context?\n\n###Asistant:\nAfter Call Work - This is a metric displayed in Vision.
"
ACW,Average Call Wait,###Human:\nWhat is ACW in Dell context?\n\n###Asistant:\nAverage Call Wait
AD,"Active Directory - the place where all the NT accounts, distribution lists and groups you belong to are stored.

","###Human:\nWhat is AD in Dell context?\n\n###Asistant:\nActive Directory - the place where all the NT accounts, distribution lists and groups you belong to are stored.

"
AD,Area Director,###Human:\nWhat is AD in Dell context?\n\n###Asistant:\nArea Director
ad hoc,"Latin phrase which, literally, means ""For this"". A solution designed for a specific problem or task, non-generalizable, and which cannot be adapted to other purposes.","###Human:\nWhat is ad hoc in Dell context?\n\n###Asistant:\nLatin phrase which, literally, means ""For this"". A solution designed for a specific problem or task, non-generalizable, and which cannot be adapted to other purposes."
AD&D,Application Development and Deployment,###Human:\nWhat is AD&D in Dell context?\n\n###Asistant:\nApplication Development and Deployment
ADA,"Amortization and Distribution Applicatio - Used for revenue recognition for various sets of books in the Americas region by interfacing data from ADA to GL.
","###Human:\nWhat is ADA in Dell context?\n\n###Asistant:\nAmortization and Distribution Applicatio - Used for revenue recognition for various sets of books in the Americas region by interfacing data from ADA to GL.
"
ADAM,"Automated Discount Approval Matrix is a web-based application that facilitates the smooth paperless process of turning sales quotes into downloadable orders.  It is one of the modules within APJ Sales Tools (APJST).
","###Human:\nWhat is ADAM in Dell context?\n\n###Asistant:\nAutomated Discount Approval Matrix is a web-based application that facilitates the smooth paperless process of turning sales quotes into downloadable orders.  It is one of the modules within APJ Sales Tools (APJST).
"
Adapter Card,"An expansion card that plugs into an expansion card connector on the computer's system board. An adapter card adds some specialized function to the computer by providing an interface between the expansion bus and a peripheral device. Examples of adapter cards include network cards, sound cards, and SCSI adapters.","###Human:\nWhat is Adapter Card in Dell context?\n\n###Asistant:\nAn expansion card that plugs into an expansion card connector on the computer's system board. An adapter card adds some specialized function to the computer by providing an interface between the expansion bus and a peripheral device. Examples of adapter cards include network cards, sound cards, and SCSI adapters."
ADB,"Apple Desktop Bus
","###Human:\nWhat is ADB in Dell context?\n\n###Asistant:\nApple Desktop Bus
"
ADC,Analog-To-Digital (A/D) Converter. A circuit that generates a binary (numeric) description of an analog voltage level.,###Human:\nWhat is ADC in Dell context?\n\n###Asistant:\nAnalog-To-Digital (A/D) Converter. A circuit that generates a binary (numeric) description of an analog voltage level.
ADC,Austin Design Center,###Human:\nWhat is ADC in Dell context?\n\n###Asistant:\nAustin Design Center
ADDERS,"Overhead or burden.  Adders are generally transformation cost elements, though hedge and royalty (considered material costs) are also adders.","###Human:\nWhat is ADDERS in Dell context?\n\n###Asistant:\nOverhead or burden.  Adders are generally transformation cost elements, though hedge and royalty (considered material costs) are also adders."
